state_code,State,District,City,Category,Sub-category,Micro-category,Product
18,Jammu & Kashmir,Anantnag,Anantnag,Flowers,Pink flowers,Rose,Kashmiri Rose
18,Jammu & Kashmir,Rajouri,Rajouri,Fish,Seawater,Salmon,Indian Salmon
18,Jammu & Kashmir,Jammu,Jammu,Grocery,Beverages,Tea,Tea
18,Jammu & Kashmir,Srinagar,Srinagar,Grocery,Beverages,Tea,Tea
18,Jammu & Kashmir,Pulwama,Pulwama,Grocery,Beverages,Tea,Tea
18,Jammu & Kashmir,Rajouri,Rajouri,Vegetables,Fruit-vegetables,Tomato,Pusa Ruby Tomato
18,Jammu & Kashmir,Rajouri,Rajouri,Vegetables,Fruit-vegetables,Tomato,Rosada Tomato
18,Jammu & Kashmir,Srinagar,Srinagar,Fish,Freshwater,Trout,Snow Trout
18,Jammu & Kashmir,Pulwama,Pulwama,Fish,Freshwater,Trout,Brown Trout
18,Jammu & Kashmir,Rajouri,Rajouri,Flowers,Pink flowers,Tulip,Pink Tulip
18,Jammu & Kashmir,Pulwama,Pulwama,Flowers,Red flowers,Tulip,Red Tulip
18,Jammu & Kashmir,Srinagar,Srinagar,Flowers,Yellow flowers,Tulip,Yellow Tulip
18,Jammu & Kashmir,Jammu,Jammu,Grocery,Household items,Wheat,Wheat
18,Jammu & Kashmir,Anantnag,Anantnag,Grocery,Household items,Wheat,Wheat
19,Himachal Pradesh,Shimla,Shimla,Fruits,All season,Apple,Royal Delicious Apple
19,Himachal Pradesh,Hamirpur,Hamirpur,Fruits,All season,Apple,Royal Delicious Apple
19,Himachal Pradesh,Mandi,Mandi,Fruits,Stone Fruits,Apricot,Kashmiri Apricot
19,Himachal Pradesh,Kullu,Manali,Fruits,Stone Fruits,Apricot,Kashmiri Apricot
19,Himachal Pradesh,Hamirpur,Hamirpur,Fish,Freshwater,Aquarium Fish,Barilius
19,Himachal Pradesh,Kangra,Dharamshala,Fruits,Seasonal,Berry,Strawberry
19,Himachal Pradesh,Kangra,Dharamshala,Fruits,Seasonal,Berry,Kafal
19,Himachal Pradesh,Mandi,Mandi,Fruits,Seasonal,Berry,Heartleaf Raspberry
19,Himachal Pradesh,Shimla,Shimla,Fruits,Seasonal,Berry,Kafal
19,Himachal Pradesh,Shimla,Shimla,Fruits,Seasonal,Berry,Strawberry
19,Himachal Pradesh,Hamirpur,Hamirpur,Fruits,Seasonal,Berry,Heartleaf Raspberry
19,Himachal Pradesh,Hamirpur,Hamirpur,Fruits,Seasonal,Berry,Kafal
19,Himachal Pradesh,Kangra,Dharamshala,Bakery,Baked products,Bread,Bread
19,Himachal Pradesh,Mandi,Mandi,Bakery,Baked products,Bread,Bread
19,Himachal Pradesh,Hamirpur,Hamirpur,Bakery,Baked products,Bread,Bread
19,Himachal Pradesh,Shimla,Shimla,Bakery,Baked products,Brownie,Brownie
19,Himachal Pradesh,Kullu,Manali,Bakery,Baked products,Brownie,Brownie
19,Himachal Pradesh,Shimla,Shimla,Dairy products,Milk products,Butter,Butter
19,Himachal Pradesh,Hamirpur,Hamirpur,Dairy products,Milk products,Butter,Butter
19,Himachal Pradesh,Mandi,Mandi,Bakery,Pastry products,Cakes,Cakes
19,Himachal Pradesh,Hamirpur,Hamirpur,Bakery,Pastry products,Cakes,Cakes
19,Himachal Pradesh,Mandi,Mandi,Flowers,Pink flowers,Carnation,Carnation
19,Himachal Pradesh,Kullu,Manali,Flowers,Pink flowers,Carnation,Carnation
19,Himachal Pradesh,Shimla,Shimla,Fish,Freshwater,Carp,Mrigal Carp
19,Himachal Pradesh,Kullu,Manali,Dairy products,Milk products,Cheese,Cheese
19,Himachal Pradesh,Kangra,Dharamshala,Meat,White Meat,Chicken,Chicken
19,Himachal Pradesh,Shimla,Shimla,Meat,White Meat,Chicken,Chicken
19,Himachal Pradesh,Hamirpur,Hamirpur,Vegetables,Nightshade vegetables,Chillies,Capsicum
19,Himachal Pradesh,Shimla,Shimla,Grocery,Beverages,Coffee,Coffee
19,Himachal Pradesh,Kangra,Dharamshala,Bakery,Baked products,Cookies,Cookies
19,Himachal Pradesh,Kangra,Dharamshala,Vegetables,Brassica,Cruciferous vegetables,Cauliflower
19,Himachal Pradesh,Kangra,Dharamshala,Vegetables,Brassica,Cruciferous vegetables,Cabbage
19,Himachal Pradesh,Mandi,Mandi,Vegetables,Brassica,Cruciferous vegetables,Cauliflower
19,Himachal Pradesh,Shimla,Shimla,Vegetables,Brassica,Cruciferous vegetables,Cauliflower
19,Himachal Pradesh,Hamirpur,Hamirpur,Vegetables,Brassica,Cruciferous vegetables,Cauliflower
19,Himachal Pradesh,Kullu,Manali,Vegetables,Brassica,Cruciferous vegetables,Cabbage
19,Himachal Pradesh,Kullu,Manali,Vegetables,Brassica,Cruciferous vegetables,Cabbage
19,Himachal Pradesh,Shimla,Shimla,Bakery,Pastry products,Cup-cakes,Cup-cakes
19,Himachal Pradesh,Kullu,Manali,Bakery,Pastry products,Cup-cakes,Cup-cakes
19,Himachal Pradesh,Kangra,Dharamshala,Dairy products,Milk products,Curd,Dahi
19,Himachal Pradesh,Shimla,Shimla,Flowers,Red flowers,Daisy,Gerbera Daisy
19,Himachal Pradesh,Shimla,Shimla,Grocery,Household items,Dal,Arhar Dal
19,Himachal Pradesh,Hamirpur,Hamirpur,Grocery,Household items,Dal,Masoor Dal
19,Himachal Pradesh,Kullu,Manali,Grocery,Household items,Dal,Arhar Dal
19,Himachal Pradesh,Mandi,Mandi,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt
19,Himachal Pradesh,Hamirpur,Hamirpur,Dairy products,Milk products,Ghee,Pure Ghee
19,Himachal Pradesh,Hamirpur,Hamirpur,Dairy products,Frozen desserts,Ice-cream,Ice-cream
19,Himachal Pradesh,Mandi,Mandi,Dairy products,Milk products,Lassi,Lassi
19,Himachal Pradesh,Kangra,Dharamshala,Flowers,Purple flowers,Lily,Gladiolus
19,Himachal Pradesh,Hamirpur,Hamirpur,Flowers,Purple flowers,Lily,Gladiolus
19,Himachal Pradesh,Mandi,Mandi,Flowers,White flowers,Lily,Madonna Lily
19,Himachal Pradesh,Kangra,Dharamshala,Fish,Freshwater,Mahseer,Tor Mahseer
19,Himachal Pradesh,Mandi,Mandi,Fish,Freshwater,Mahseer,Golden Mahseer
19,Himachal Pradesh,Shimla,Shimla,Fish,Freshwater,Mahseer,Tor Mahseer
19,Himachal Pradesh,Kullu,Manali,Fish,Freshwater,Mahseer,Tor Mahseer
19,Himachal Pradesh,Kangra,Dharamshala,Flowers,Orange flowers,Marigold,French Marigold
19,Himachal Pradesh,Shimla,Shimla,Flowers,Yellow flowers,Marigold,African Marigold
19,Himachal Pradesh,Kangra,Dharamshala,Dairy products,Milk products,Milk,Liquid milk
19,Himachal Pradesh,Shimla,Shimla,Dairy products,Milk products,Milk,Liquid milk
19,Himachal Pradesh,Kullu,Manali,Dairy products,Milk products,Milk,Liquid milk
19,Himachal Pradesh,Kangra,Dharamshala,Meat,Red Meat,Mutton,Mutton
19,Himachal Pradesh,Mandi,Shimla,Meat,Red Meat,Mutton,Mutton
19,Himachal Pradesh,Shimla,Hamirpur,Meat,Red Meat,Mutton,Mutton
19,Himachal Pradesh,Hamirpur,Manali,Meat,Red Meat,Mutton,Mutton
19,Himachal Pradesh,Mandi,Mandi,Fish,Freshwater,Nemacheilus,Nemacheilus
19,Himachal Pradesh,Hamirpur,Hamirpur,Fish,Freshwater,Nemacheilus,Nemacheilus
19,Himachal Pradesh,Kangra,Dharamshala,Dairy products,Milk products,Paneer,Paneer
19,Himachal Pradesh,Mandi,Mandi,Dairy products,Milk products,Paneer,Paneer
19,Himachal Pradesh,Shimla,Shimla,Dairy products,Milk products,Paneer,Paneer
19,Himachal Pradesh,Kullu,Manali,Dairy products,Milk products,Paneer,Paneer
19,Himachal Pradesh,Mandi,Mandi,Fruits,Stone Fruits,Peach,Peach
19,Himachal Pradesh,Kullu,Manali,Fruits,Stone Fruits,Peach,Peach
19,Himachal Pradesh,Shimla,Shimla,Vegetables,Pods and Seeds,Peas,Green Peas
19,Himachal Pradesh,Kullu,Manali,Vegetables,Pods and Seeds,Peas,Green Peas
19,Himachal Pradesh,Kangra,Dharamshala,Fruits,Tropical,Pomegranate,Pomegranate
19,Himachal Pradesh,Kullu,Manali,Fruits,Tropical,Pomegranate,Pomegranate
19,Himachal Pradesh,Mandi,Mandi,Meat,Red Meat,Pork,Pork
19,Himachal Pradesh,Mandi,Mandi,Vegetables,Roots and Tubers,Potato,Kufri Sinduri Potato
19,Himachal Pradesh,Hamirpur,Hamirpur,Flowers,Pink flowers,Rhododendron,Rhododendron
19,Himachal Pradesh,Kullu,Manali,Flowers,Pink flowers,Rhododendron,Rhododendron
19,Himachal Pradesh,Kangra,Dharamshala,Grocery,Household items,Rice,Desi Dhan Rice
19,Himachal Pradesh,Mandi,Mandi,Grocery,Household items,Rice,Red Rice
19,Himachal Pradesh,Shimla,Shimla,Grocery,Household items,Rice,Red Rice
19,Himachal Pradesh,Kullu,Manali,Grocery,Household items,Rice,Desi Dhan Rice
19,Himachal Pradesh,Kangra,Dharamshala,Grocery,Beverages,Tea,Tea
19,Himachal Pradesh,Mandi,Mandi,Grocery,Beverages,Tea,Tea
19,Himachal Pradesh,Hamirpur,Hamirpur,Grocery,Beverages,Tea,Tea
19,Himachal Pradesh,Kullu,Manali,Grocery,Beverages,Tea,Tea
19,Himachal Pradesh,Kangra,Dharamshala,Vegetables,Fruit-vegetables,Tomato,Pusa Ruby Tomato
19,Himachal Pradesh,Mandi,Mandi,Vegetables,Fruit-vegetables,Tomato,Pusa Ruby Tomato
19,Himachal Pradesh,Shimla,Shimla,Vegetables,Fruit-vegetables,Tomato,Pusa Ruby Tomato
19,Himachal Pradesh,Hamirpur,Hamirpur,Vegetables,Fruit-vegetables,Tomato,Pusa Ruby Tomato
19,Himachal Pradesh,Kangra,Dharamshala,Fish,Freshwater,Trout,Brown Trout
19,Himachal Pradesh,Kullu,Manali,Fish,Freshwater,Trout,Snow Trout
19,Himachal Pradesh,Kangra,Dharamshala,Grocery,Household items,Wheat,Wheat
19,Himachal Pradesh,Mandi,Mandi,Grocery,Household items,Wheat,Wheat
19,Himachal Pradesh,Hamirpur,Hamirpur,Grocery,Household items,Wheat,Wheat
20,Uttarakhand,Dehradun,Dehradun,Fruits,Stone Fruits,Apricot,Wild Apricot
20,Uttarakhand,Haridwar,Haridwar,Fruits,Seasonal,Berry,Strawberry
20,Uttarakhand,Haridwar,Haridwar,Fruits,Seasonal,Berry,Raspberry
20,Uttarakhand,Dehradun,Dehradun,Fruits,Seasonal,Berry,Kafal
20,Uttarakhand,Dehradun,Dehradun,Fruits,Seasonal,Berry,Hisalu
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Fruits,Seasonal,Berry,Raspberry
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Fruits,Seasonal,Berry,Strawberry
20,Uttarakhand,Nainital,Haldwani,Fruits,Seasonal,Berry,Raspberry
20,Uttarakhand,Nainital,Haldwani,Fruits,Seasonal,Berry,Kafal
20,Uttarakhand,Almora,Rishikesh,Fruits,Seasonal,Berry,Strawberry
20,Uttarakhand,Haridwar,Haridwar,Bakery,Baked products,Bread,Bread
20,Uttarakhand,Dehradun,Dehradun,Bakery,Baked products,Bread,Bread
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Bakery,Baked products,Bread,Bread
20,Uttarakhand,Almora,Rishikesh,Bakery,Baked products,Bread,Bread
20,Uttarakhand,Dehradun,Dehradun,Bakery,Baked products,Brownie,Brownie
20,Uttarakhand,Haridwar,Haridwar,Dairy products,Milk products,Butter,Butter
20,Uttarakhand,Almora,Rishikesh,Dairy products,Milk products,Butter,Butter
20,Uttarakhand,Nainital,Haldwani,Bakery,Pastry products,Cakes,Cakes
20,Uttarakhand,Dehradun,Dehradun,Fish,Freshwater,Carp,Common Carp
20,Uttarakhand,Nainital,Haldwani,Fish,Freshwater,Carp,Silver Carp
20,Uttarakhand,Almora,Rishikesh,Fish,Freshwater,Carp,Common Carp
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Fish,Freshwater,Catla,Catla
20,Uttarakhand,Nainital,Haldwani,Fish,Freshwater,Catla,Catla
20,Uttarakhand,Dehradun,Dehradun,Dairy products,Milk products,Cheese,Cheese
20,Uttarakhand,Haridwar,Haridwar,Meat,White Meat,Chicken,Chicken
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Meat,White Meat,Chicken,Chicken
20,Uttarakhand,Almora,Rishikesh,Meat,White Meat,Chicken,Chicken
20,Uttarakhand,Dehradun,Dehradun,Vegetables,Nightshade vegetables,Chillies,Capsicum
20,Uttarakhand,Nainital,Haldwani,Vegetables,Nightshade vegetables,Chillies,Capsicum
20,Uttarakhand,Dehradun,Dehradun,Grocery,Beverages,Coffee,Coffee
20,Uttarakhand,Haridwar,Haridwar,Bakery,Baked products,Cookies,Cookies
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Bakery,Baked products,Cookies,Cookies
20,Uttarakhand,Nainital,Haldwani,Bakery,Baked products,Cookies,Cookies
20,Uttarakhand,Dehradun,Dehradun,Vegetables,Brassica,Cruciferous vegetables,Cauliflower
20,Uttarakhand,Dehradun,Dehradun,Vegetables,Brassica,Cruciferous vegetables,Cabbage
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Vegetables,Brassica,Cruciferous vegetables,Cauliflower
20,Uttarakhand,Almora,Rishikesh,Vegetables,Brassica,Cruciferous vegetables,Cauliflower
20,Uttarakhand,Almora,Rishikesh,Bakery,Pastry products,Cup-cakes,Cup-cakes
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Dairy products,Milk products,Curd,Dahi
20,Uttarakhand,Almora,Rishikesh,Dairy products,Milk products,Curd,Dahi
20,Uttarakhand,Haridwar,Haridwar,Grocery,Household items,Dal,Arhar Dal
20,Uttarakhand,Nainital,Haldwani,Grocery,Household items,Dal,Urad Dal
20,Uttarakhand,Almora,Rishikesh,Grocery,Household items,Dal,Moong Dal
20,Uttarakhand,Dehradun,Dehradun,Meat,White Meat,Duck,Duck
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt
20,Uttarakhand,Nainital,Haldwani,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt
20,Uttarakhand,Dehradun,Dehradun,Dairy products,Milk products,Ghee,Pure Ghee
20,Uttarakhand,Almora,Rishikesh,Fruits,All season,Guava,Sardar Guava
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Dairy products,Frozen desserts,Ice-cream,Ice-cream
20,Uttarakhand,Almora,Rishikesh,Dairy products,Milk products,Lassi,Lassi
20,Uttarakhand,Haridwar,Haridwar,Flowers,Brown flowers,Lily,Himalayan Cobra Lily
20,Uttarakhand,Almora,Rishikesh,Flowers,Brown flowers,Lily,Himalayan Cobra Lily
20,Uttarakhand,Nainital,Haldwani,Fruits,Tropical,Litchi,Bombaiya Litchi
20,Uttarakhand,Haridwar,Haridwar,Flowers,White flowers,Lotus,Brahma Kamal
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Flowers,White flowers,Lotus,Brahma Kamal
20,Uttarakhand,Almora,Rishikesh,Flowers,White flowers,Lotus,Brahma Kamal
20,Uttarakhand,Haridwar,Haridwar,Fish,Freshwater,Mahseer,Golden Mahseer
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Fish,Freshwater,Mahseer,Golden Mahseer
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Fruits,Seasonal,Mango,Alphonso Mango
20,Uttarakhand,Nainital,Haldwani,Flowers,Yellow flowers,Marigold,African Marigold
20,Uttarakhand,Haridwar,Haridwar,Dairy products,Milk products,Milk,Liquid milk
20,Uttarakhand,Dehradun,Dehradun,Dairy products,Milk products,Milk,Liquid milk
20,Uttarakhand,Nainital,Haldwani,Dairy products,Milk products,Milk,Liquid milk
20,Uttarakhand,Haridwar,Haridwar,Meat,Red Meat,Mutton,Mutton
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Meat,Red Meat,Mutton,Mutton
20,Uttarakhand,Nainital,Haldwani,Meat,Red Meat,Mutton,Mutton
20,Uttarakhand,Almora,Rishikesh,Meat,Red Meat,Mutton,Mutton
20,Uttarakhand,Nainital,Haldwani,Flowers,White flowers,Orchid,Cymbidium Orchid
20,Uttarakhand,Haridwar,Haridwar,Dairy products,Milk products,Paneer,Paneer
20,Uttarakhand,Nainital,Haldwani,Dairy products,Milk products,Paneer,Paneer
20,Uttarakhand,Haridwar,Haridwar,Vegetables,Pods and Seeds,Peas,Green Peas
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Vegetables,Pods and Seeds,Peas,Green Peas
20,Uttarakhand,Almora,Rishikesh,Vegetables,Pods and Seeds,Peas,Green Peas
20,Uttarakhand,Haridwar,Haridwar,Fruits,Stone Fruits,Plums,Plums
20,Uttarakhand,Almora,Rishikesh,Fruits,Stone Fruits,Plums,Plums
20,Uttarakhand,Dehradun,Dehradun,Flowers,Orange flowers,Poppy,Poppy
20,Uttarakhand,Dehradun,Dehradun,Meat,Red Meat,Pork,Pork
20,Uttarakhand,Nainital,Haldwani,Meat,Red Meat,Pork,Pork
20,Uttarakhand,Haridwar,Haridwar,Vegetables,Roots and Tubers,Potato,Kufri Jawahar Potato
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Vegetables,Roots and Tubers,Potato,Kufri Jyoti Potato
20,Uttarakhand,Nainital,Haldwani,Vegetables,Roots and Tubers,Potato,Kufri Jyoti Potato
20,Uttarakhand,Dehradun,Dehradun,Flowers,Pink flowers,Rhododendron,Buransh Rhododendron
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Flowers,Pink flowers,Rhododendron,Buransh Rhododendron
20,Uttarakhand,Haridwar,Haridwar,Grocery,Household items,Rice,Basmati Rice
20,Uttarakhand,Dehradun,Dehradun,Grocery,Household items,Rice,Basmati Rice
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Grocery,Household items,Rice,Pant Sugandh Dhan Rice
20,Uttarakhand,Nainital,Haldwani,Grocery,Household items,Rice,Pusa Rice
20,Uttarakhand,Almora,Rishikesh,Grocery,Household items,Rice,Pusa Rice
20,Uttarakhand,Dehradun,Dehradun,Fish,Freshwater,Rohu,Rohu
20,Uttarakhand,Haridwar,Haridwar,Grocery,Beverages,Tea,Tea
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Grocery,Beverages,Tea,Tea
20,Uttarakhand,Almora,Rishikesh,Grocery,Beverages,Tea,Tea
20,Uttarakhand,Haridwar,Haridwar,Vegetables,Fruit-vegetables,Tomato,Pusa Ruby Tomato
20,Uttarakhand,Nainital,Haldwani,Vegetables,Fruit-vegetables,Tomato,Rosada Tomato
20,Uttarakhand,Almora,Rishikesh,Vegetables,Fruit-vegetables,Tomato,Rosada Tomato
20,Uttarakhand,Haridwar,Haridwar,Fish,Freshwater,Trout,Snow Trout
20,Uttarakhand,Almora,Rishikesh,Fish,Freshwater,Trout,Brown Trout
20,Uttarakhand,Dehradun,Dehradun,Grocery,Household items,Wheat,Wheat
20,Uttarakhand,Udham Singh Nagar,Rudrapur,Grocery,Household items,Wheat,Wheat
20,Uttarakhand,Nainital,Haldwani,Grocery,Household items,Wheat,Wheat
21,Uttar Pradesh,Lucknow,Lucknow,Fruits,All season,Banana,Rasthali Banana
21,Uttar Pradesh,Agra,Agra,Fruits,All season,Banana,Cavendish Banana
21,Uttar Pradesh,Lucknow,Lucknow,Fruits,Seasonal,Berry,Strawberry
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Fruits,Seasonal,Berry,Jujube Berry
21,Uttar Pradesh,Bareilly,Bareilly,Fruits,Seasonal,Berry,Gooseberry
21,Uttar Pradesh,Agra,Agra,Fruits,Seasonal,Berry,Jujube Berry
21,Uttar Pradesh,Allahabad,Pragyaraj,Bakery,Baked products,Bread,Bread
21,Uttar Pradesh,Agra,Agra,Bakery,Baked products,Bread,Bread
21,Uttar Pradesh,Lucknow,Lucknow,Vegetables,Fruit-vegetables,Brinjal,Aruna Brinjal
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Vegetables,Fruit-vegetables,Brinjal,Aruna Brinjal
21,Uttar Pradesh,Allahabad,Pragyaraj,Bakery,Baked products,Brownie,Brownie
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Bakery,Baked products,Brownie,Brownie
21,Uttar Pradesh,Bareilly,Bareilly,Bakery,Baked products,Brownie,Brownie
21,Uttar Pradesh,Lucknow,Lucknow,Meat,Red Meat,Buffalo,Buffalo
21,Uttar Pradesh,Lucknow,Lucknow,Dairy products,Milk products,Butter,Butter
21,Uttar Pradesh,Bareilly,Bareilly,Dairy products,Milk products,Butter,Butter
21,Uttar Pradesh,Lucknow,Lucknow,Bakery,Pastry products,Cakes,Cakes
21,Uttar Pradesh,Meerut,Meerut,Bakery,Pastry products,Cakes,Cakes
21,Uttar Pradesh,Bareilly,Bareilly,Fish,Freshwater,Catla,Catla
21,Uttar Pradesh,Allahabad,Pragyaraj,Meat,White Meat,Chicken,Chicken
21,Uttar Pradesh,Lucknow,Lucknow,Meat,White Meat,Chicken,Chicken
21,Uttar Pradesh,Bareilly,Bareilly,Meat,White Meat,Chicken,Chicken
21,Uttar Pradesh,Agra,Agra,Meat,White Meat,Chicken,Chicken
21,Uttar Pradesh,Meerut,Meerut,Meat,White Meat,Chicken,Chicken
21,Uttar Pradesh,Allahabad,Pragyaraj,Vegetables,Nightshade vegetables,Chillies,Jwala Chilli
21,Uttar Pradesh,Meerut,Meerut,Vegetables,Nightshade vegetables,Chillies,Jwala Chilli
21,Uttar Pradesh,Allahabad,Pragyaraj,Fish,Freshwater,Chital,Chital
21,Uttar Pradesh,Bareilly,Bareilly,Fish,Freshwater,Chital,Chital
21,Uttar Pradesh,Meerut,Meerut,Fish,Freshwater,Chital,Chital
21,Uttar Pradesh,Lucknow,Lucknow,Grocery,Beverages,Coffee,Coffee
21,Uttar Pradesh,Agra,Agra,Grocery,Beverages,Coffee,Coffee
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Bakery,Baked products,Cookies,Cookies
21,Uttar Pradesh,Agra,Agra,Bakery,Baked products,Cookies,Cookies
21,Uttar Pradesh,Meerut,Meerut,Bakery,Baked products,Cookies,Cookies
21,Uttar Pradesh,Bareilly,Bareilly,Vegetables,Brassica,Cruciferous vegetables,Cauliflower
21,Uttar Pradesh,Bareilly,Bareilly,Vegetables,Brassica,Cruciferous vegetables,Cabbage
21,Uttar Pradesh,Lucknow,Lucknow,Bakery,Pastry products,Cup-cakes,Cup-cakes
21,Uttar Pradesh,Bareilly,Bareilly,Bakery,Pastry products,Cup-cakes,Cup-cakes
21,Uttar Pradesh,Allahabad,Pragyaraj,Dairy products,Milk products,Curd,Dahi
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Dairy products,Milk products,Curd,Dahi
21,Uttar Pradesh,Agra,Agra,Dairy products,Milk products,Curd,Dahi
21,Uttar Pradesh,Lucknow,Lucknow,Flowers,Red flowers,Daisy,Gerbera Daisy
21,Uttar Pradesh,Lucknow,Lucknow,Grocery,Household items,Dal,Chana Dal
21,Uttar Pradesh,Bareilly,Bareilly,Grocery,Household items,Dal,Masoor Dal
21,Uttar Pradesh,Agra,Agra,Grocery,Household items,Dal,Moong Dal
21,Uttar Pradesh,Meerut,Meerut,Grocery,Household items,Dal,Chana Dal
21,Uttar Pradesh,Lucknow,Lucknow,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Dairy products,Frozen desserts,Frozen yoghurt,Yoghurt
21,Uttar Pradesh,Meerut,Meerut,Dairy products,Milk products,Ghee,Pure Ghee
21,Uttar Pradesh,Meerut,Meerut,Dairy products,Milk products,Ghee,Pure Ghee
21,Uttar Pradesh,Bareilly,Bareilly,Vegetables,Greens,Green leafy,Spinach
21,Uttar Pradesh,Meerut,Meerut,Vegetables,Greens,Green leafy,Spinach
21,Uttar Pradesh,Allahabad,Pragyaraj,Fruits,All season,Guava,Allahabad Safeda Guava
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Fruits,All season,Guava,Allahabad Safeda Guava
21,Uttar Pradesh,Meerut,Meerut,Fruits,All season,Guava,Sardar Guava
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Fish,Freshwater,Hilsa,Ilish
21,Uttar Pradesh,Bareilly,Bareilly,Dairy products,Frozen desserts,Ice-cream,Ice-cream
21,Uttar Pradesh,Lucknow,Lucknow,Fruits,Seasonal,Jackfruit,Lemon Gold Jackfruit
21,Uttar Pradesh,Agra,Agra,Fruits,Seasonal,Jackfruit,Lemon Gold Jackfruit
21,Uttar Pradesh,Bareilly,Bareilly,Flowers,White flowers,Jasmine,Crepe Jasmine
21,Uttar Pradesh,Agra,Agra,Flowers,White flowers,Jasmine,Crepe Jasmine
21,Uttar Pradesh,Bareilly,Bareilly,Dairy products,Milk products,Lassi,Lassi
21,Uttar Pradesh,Meerut,Meerut,Dairy products,Milk products,Lassi,Lassi
21,Uttar Pradesh,Allahabad,Pragyaraj,Flowers,Pink flowers,Lotus,Indian Lotus
21,Uttar Pradesh,Lucknow,Lucknow,Fish,Seawater,Mackerel,King Mackerel
21,Uttar Pradesh,Agra,Agra,Fish,Seawater,Mackerel,King Mackerel
21,Uttar Pradesh,Allahabad,Pragyaraj,Fruits,Seasonal,Mango,Gulab Khas Mango
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Fruits,Seasonal,Mango,Gulab Khas Mango
21,Uttar Pradesh,Meerut,Meerut,Fruits,Seasonal,Mango,Gulab Khas Mango
21,Uttar Pradesh,Lucknow,Lucknow,Flowers,Orange flowers,Marigold,French Marigold
21,Uttar Pradesh,Allahabad,Pragyaraj,Dairy products,Milk products,Milk,Liquid milk
21,Uttar Pradesh,Lucknow,Lucknow,Dairy products,Milk products,Milk,Liquid milk
21,Uttar Pradesh,Agra,Agra,Dairy products,Milk products,Milk,Liquid milk
21,Uttar Pradesh,Allahabad,Pragyaraj,Meat,Red Meat,Mutton,Mutton
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Meat,Red Meat,Mutton,Mutton
21,Uttar Pradesh,Bareilly,Bareilly,Meat,Red Meat,Mutton,Mutton
21,Uttar Pradesh,Meerut,Meerut,Meat,Red Meat,Mutton,Mutton
21,Uttar Pradesh,Lucknow,Lucknow,Vegetables,Pods and Seeds,Okra,Lady finger
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Vegetables,Pods and Seeds,Okra,Lady finger
21,Uttar Pradesh,Agra,Agra,Vegetables,Pods and Seeds,Okra,Lady finger
21,Uttar Pradesh,Bareilly,Bareilly,Fruits,Citrus Fruits,Orange,Mandarin Orange
21,Uttar Pradesh,Bareilly,Bareilly,Fruits,Citrus Fruits,Orange,Mandarin Orange
21,Uttar Pradesh,Allahabad,Pragyaraj,Flowers,Orange flowers,Palash,Palash
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Flowers,Orange flowers,Palash,Palash
21,Uttar Pradesh,Meerut,Meerut,Flowers,Orange flowers,Palash,Palash
21,Uttar Pradesh,Allahabad,Pragyaraj,Dairy products,Milk products,Paneer,Paneer
21,Uttar Pradesh,Kanpur Nagar,Kanpur,Dairy products,Milk products,Paneer,Paneer
21,Uttar Pradesh,Agra,Agra,Dairy products,Milk products,Paneer,Paneer
21,Uttar Pradesh,Allahabad,Pragyaraj,Fruits,Tropical,Papaya,Honeydew Papaya
21,Uttar Pradesh,Meerut,Meerut,Fruits,Tropical,Papaya,Honeydew Papaya
21,Uttar Pradesh,Allahabad,Pragyaraj,Vegetables,Pods and Seeds,Peas,Green Peas
